ID,CODIGO,NOMBRE,MEDIDA,EAN,CATEGORIA,SUBCATEGORIA,TIPO,MARCA,MODELO,ECO,PVP,USU,FOTO,DESCRIP,NOMBRE_ECO,LIBRE,ANCHO,CONST1,PERFIL,CONST2,LLANTA,IC,IV,FR,TTTL
2595,125610,"MICHELIN CAMARA/TUBE 8"" B 2 3.50-4.00-8""",CAM8,3528701256108,02.CAMARAS Y MOUSSES,02.SCOOTER,11.CAMARA,MICHELIN,MICHELIN CAMARA,"0,00","9,00","8,52",MICHELIN_CAMARA_R741.jpg,,S.I GESTION NFU - RD 1619/2005,"3.50, 4,00-8",,,,,,,,,
2596,125614,"MICHELIN CAMARA/TUBE 8"" B 3 3.50-4.00-8""",CAM8,3528701256146,02.CAMARAS Y MOUSSES,02.SCOOTER,11.CAMARA,MICHELIN,MICHELIN CAMARA,"0,00","9,00","8,52",MICHELIN_CAMARA_R1202.jpg,,S.I GESTION NFU - RD 1619/2005,"3.50, 4,00-8 VÁLVULA 90º CODO",,,,,,,,,
2597,125615,"MICHELIN CAMARA/TUBE 8"" B 4 3.50-4.00-8""",CAM8,3528701256153,02.CAMARAS Y MOUSSES,02.SCOOTER,11.CAMARA,MICHELIN,MICHELIN CAMARA,"0,00","9,00","8,52",MICHELIN_CAMARA_R742.jpg,,S.I GESTION NFU - RD 1619/2005,"3.50, 4,00-8",,,,,,,,,
2598,125599,"MICHELIN CAMARA/TUBE 8"" C 3 4.50-8""",CAM8,3528701255996,02.CAMARAS Y MOUSSES,02.SCOOTER,11.CAMARA,MICHELIN,MICHELIN CAMARA,"0,00","9,00","8,52",MICHELIN_CAMARA_R1202.jpg,,S.I GESTION NFU - RD 1619/2005,4.50-8,,,,,,,,,
2599,125521,"MICHELIN CAMARA/TUBE 9"" AB 3 2.75-9""",CAM9,3528701255217,02.CAMARAS Y MOUSSES,02.SCOOTER,11.CAMARA,MICHELIN,MICHELIN CAMARA,"0,00","11,10","9,94",MICHELIN_CAMARA_R1202.jpg,,S.I GESTION NFU - RD 1619/2005,2.75-9,,,,,,,,,
8049,TUFR3,"NUETECH FRENO CUBIERTA 18"" - 2.5",FRENO CUBIERTA,,03.TUBLISS,01.MOTO,28.FRENANTE RUEDA,NUETECH,NUETECH,"0,00","29,00","36,00",NUETECH_FRENO_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
2840,TU18,"NUETECH TUBLISS 18""","18""",,03.TUBLISS,01.MOTO,15.TUBLISS,NUETECH,"TUBLISS 18""","0,00","107,76","109,29",NUETECH_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
4381,TUC18,"NUETECH TUBLISS 18"" CAMARA/TUBE","18""",,03.TUBLISS,01.MOTO,11.CAMARA,NUETECH,"TUBLISS 18"" CAMARA","0,00","10,34","11,80",NUETECH_CAMARA_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
4366,TU19,"NUETECH TUBLISS 19""","19""",,03.TUBLISS,01.MOTO,15.TUBLISS,NUETECH,"TUBLISS 19""","0,00","107,76","109,29",NUETECH_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
4382,TUC19,"NUETECH TUBLISS 19"" CAMARA/TUBE","19""",,03.TUBLISS,01.MOTO,11.CAMARA,NUETECH,"TUBLISS 19"" CAMARA","0,00","10,34","11,80",NUETECH_CAMARA_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
2841,TU21,"NUETECH TUBLISS 21""","21""",,03.TUBLISS,01.MOTO,15.TUBLISS,NUETECH,"TUBLISS 21""","0,00","107,76","109,29",NUETECH_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
4383,TUC21,"NUETECH TUBLISS 21"" CAMARA/TUBE","21""",,03.TUBLISS,01.MOTO,11.CAMARA,NUETECH,"TUBLISS 21"" CAMARA","0,00","10,34","11,80",NUETECH_CAMARA_TUBLISS.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
4384,TUSL250,NUETECH LIQUIDO SELLANTE SLIME,250ML,,07.ACCESORIOS,01.MOTO,30.ANTIPINCHAZOS,NUETECH,TUBLISS SELLANTE SLIME,"0,00","8,00","9,68",SLIME_250.jpg,,S.I GESTION NFU - RD 1619/2005,ANTIPINCHAZOS 250ml,,,,,,,,,
4386,TUSL4L,NUETECH LIQUIDO SELLANTE SLIME,4L,,07.ACCESORIOS,01.MOTO,30.ANTIPINCHAZOS,NUETECH,TUBLISS SELLANTE SLIME,"0,00","52,25","58,91",SLIME_4L.jpg,,S.I GESTION NFU - RD 1619/2005,ANTIPINCHAZOS 4 L,,,,,,,,,
4385,TUSL473,NUETECH LIQUIDO SELLANTE SLIME,473ML,,07.ACCESORIOS,01.MOTO,30.ANTIPINCHAZOS,NUETECH,TUBLISS SELLANTE SLIME,"0,00","11,00","12,40",SLIME_473.jpg,,S.I GESTION NFU - RD 1619/2005,ANTIPINCHAZOS 473ml,,,,,,,,,
6484,9391,DESMONTABLE 37CM,DESMONTABLE,,07.ACCESORIOS,01.MOTO,27.DESMONTABLE,OTROS,OTROS,"0,00","11,64","11,93",DESMONTABLE.jpg,,S.I GESTION NFU - RD 1619/2005,,,,,,,,,,
6480,10206,"FRENO CUBIERTA 1,60""",FRENANTERUEDA,,07.ACCESORIOS,01.MOTO,28.FRENANTE RUEDA,OTROS,OTROS,"0,00","12,50","13,84",FRENO_CUBIERTA.jpg,Frenante para rueda delantera.,S.I GESTION NFU - RD 1619/2005,"Frenante llanta 21"" 90/90-21",,,,,,,,,
6481,10207,"FRENO CUBIERTA 1,85""",FRENANTERUEDA,,07.ACCESORIOS,01.MOTO,28.FRENANTE RUEDA,OTROS,OTROS,"0,00","12,50","13,84",FRENO_CUBIERTA.jpg,Frenante para cubierta trasera para motos de 125 2T o 250 4T. MEDIDA 110/100-18 100/90-19 100/100-18,S.I GESTION NFU - RD 1619/2005,"Frenante llanta 18""/19"" 110/100-18 100/90-19 100/100-18",,,,,,,,,
6482,10208,"FRENO CUBIERTA 2,15""",FRENANTERUEDA,,07.ACCESORIOS,01.MOTO,28.FRENANTE RUEDA,OTROS,OTROS,"0,00","12,50","13,84",FRENO_CUBIERTA.jpg,Frenante para cubierta trasera de motos 250 2T o 450 4T. Cubiertas 120/90-18,S.I GESTION NFU - RD 1619/2005,"Frenante llanta 18"" 120/90-18",,,,,,,,,
6483,10209,"FRENO CUBIERTA 2,50""",FRENANTERUEDA,,07.ACCESORIOS,01.MOTO,28.FRENANTE RUEDA,OTROS,OTROS,"0,00","12,50","13,84",FRENO_CUBIERTA.jpg,"Frenante para cubierta trasera de motos 450 4T, supermotard. Cubiertas 140/80-18",S.I GESTION NFU - RD 1619/2005,"Frenante llanta 18"" 140/80-18",,,,,,,,,
4043,1925200,PIRELLI ANGEL ST 110/80ZR18 58W F TL,1108018,8019227192520,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","164,50","124,18",PIRELLI ANGEL ST F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,80,ZR,18,58,W,F,TL
4041,1925100,PIRELLI ANGEL ST 120/60ZR17 55W F TL,1206017,8019227192513,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","136,50","101,91",PIRELLI ANGEL ST F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
2911,1868400,PIRELLI ANGEL ST 120/70ZR17 58W F TL,1207017,8019227186840,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","148,50","109,75",PIRELLI ANGEL ST F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
4042,1915700,PIRELLI ANGEL ST 120/70ZR17 58W F TL,1207017,8019227191578,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","154,50","113,67",PIRELLI ANGEL ST F.jpg,,S.I GESTION NFU - RD 1619/2005,A,120,/,70,ZR,17,58,W,F,TL
4044,1925300,PIRELLI ANGEL ST 120/70ZR18 59W F TL,1207018,8019227192537,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","159,00","120,46",PIRELLI ANGEL ST F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,18,59,W,F,TL
4045,1925400,PIRELLI ANGEL ST 150/70ZR17 69W R TL,1507017,8019227192544,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","194,00","144,17",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,150,/,70,ZR,17,69,W,R,TL
2987,1868800,PIRELLI ANGEL ST 160/60ZR17 69W R TL,1606017,8019227186888,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","187,00","134,90",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
4048,1925600,PIRELLI ANGEL ST 160/60ZR18 70W R TL,1606018,8019227192568,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","196,50","145,87",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,18,70,W,R,TL
4046,1925500,PIRELLI ANGEL ST 170/60ZR17 72W R TL,1706017,8019227192551,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","200,50","148,58",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,170,/,60,ZR,17,72,W,R,TL
2912,1868500,PIRELLI ANGEL ST 180/55ZR17 73W R TL,1805517,8019227186857,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","196,50","141,11",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
3520,1868600,PIRELLI ANGEL ST 180/55ZR17 73W R TL,1805517,8019227186864,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","204,50","146,34",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,E,180,/,55,ZR,17,73,W,R,TL
2943,1868700,PIRELLI ANGEL ST 190/50ZR17 73W R TL,1905017,8019227186871,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","206,50","147,64",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
4047,1932200,PIRELLI ANGEL ST 190/50ZR17 73W R TL,1905017,8019227193220,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","215,00","153,20",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,N,190,/,50,ZR,17,73,W,R,TL
6699,2068800,PIRELLI ANGEL ST 190/55ZR17 75W R TL,1905517,8019227206883,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,ANGEL ST,"1,01","212,00","151,24",PIRELLI ANGEL ST R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,55,ZR,17,75,W,R,TL
210,1545700,PIRELLI CITY DEMON 120/90-16 63S R TL,1209016,8019227154573,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","86,50","71,33",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,16,63,S,R,TL
625,2045400,PIRELLI CITY DEMON 130/90-15 66S R TL,1309015,8019227154566,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","90,50","74,04",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,90,-,15,66,S,R,TL
62,1340800,PIRELLI CITY DEMON 130/90-16 67S R TT,1309016,8019227134087,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","88,50","72,68",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,90,-,16,67,S,R,TT
1620,1545800,PIRELLI CITY DEMON 2.50-17 43P F TL,2.5017,8019227154580,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","30,50","24,31",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,2.50,,,-,17,43,P,F,TL
4573,2044600,PIRELLI CITY DEMON 2.50-17 43P R TT,2.5017,8019227110302,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","47,50","39,46",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,2.50,,,-,17,43,P,R,TT
2669,1545900,PIRELLI CITY DEMON 2.75-17 47P R TL,2.7517,8019227154597,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","55,00","45,75",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,2.75,,,-,17,47,P,R,TL
1253,2045300,PIRELLI CITY DEMON 2.75-18 42P F TT,2.7518,8019227152838,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","35,00","28,57",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,,2.75,,,-,18,42,P,F,TT
288,1546100,PIRELLI CITY DEMON 2.75-18 48P R TL,2.7518,8019227154610,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","57,00","47,11",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,2.75,,,-,18,48,P,R,TL
2243,1546000,PIRELLI CITY DEMON 3.00-17 50P F TL,3.0017,8019227154603,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","46,50","38,78",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,3.00,,,-,17,50,P,F,TL
1127,2045100,PIRELLI CITY DEMON 3.00-18 47S F TT,3.0018,8019227134018,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","55,00","45,75",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,18,47,S,F,TT
1362,1546200,PIRELLI CITY DEMON 3.00-18 52P R TL,3.0018,8019227154627,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","64,00","53,06",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,3.00,,,-,18,52,P,R,TL
1690,1340900,PIRELLI CITY DEMON 3.25-18 52S R TT,3.2518,8019227134094,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","75,00","61,72",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,3.25,,,-,18,52,S,R,TT
1403,1341100,PIRELLI CITY DEMON 3.50-18 56S R TT,3.5018,8019227134117,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","83,00","68,96",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,3.50,,,-,18,56,S,R,TT
1912,1340300,PIRELLI CITY DEMON 3.50-18 62P R TT,3.5018,8019227134032,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","74,50","61,38",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,3.50,,,-,18,62,P,R,TT
1816,1341200,PIRELLI CITY DEMON 4.00-18 64S R TT,4.0018,8019227134124,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","94,50","76,75",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,,4.00,,,-,18,64,S,R,TT
209,1341000,PIRELLI CITY DEMON 90/100-18 54S F TL,9010018,8019227134100,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","69,00","57,66",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,,90,/,100,-,18,54,S,F,TL
1984,1419300,PIRELLI CITY DEMON 90/90-18 51H F TT,909018,8019227141931,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","77,00","63,08",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,18,51,H,F,TL
1254,2045200,PIRELLI CITY DEMON 90/90-18 57P R TT,909018,8019227149067,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","58,00","47,78",PIRELLI CITY DEMON R.jpg,,S.I GESTION NFU - RD 1619/2005,REFORZADA,90,/,90,-,18,57,P,R,TT
1065,1341300,PIRELLI CITY DEMON 90/90-19 52S F TT,909019,8019227134131,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,CITY DEMON,"1,01","56,50","46,77",PIRELLI CITY DEMON F.jpg,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,19,52,S,F,TT
77,1430600,PIRELLI DIABLO 110/70ZR17 54W F TL,1107017,8019227143065,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","117,50","92,34",PIRELLI DIABLO F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,70,ZR,17,54,W,F,TL
42,1430200,PIRELLI DIABLO 120/60ZR17 55W F TL,1206017,8019227143027,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","114,50","87,53",PIRELLI DIABLO F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
1416,1565000,PIRELLI DIABLO 120/70R17 58H F TL,1207017,8019227156508,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","98,50","77,08",PIRELLI DIABLO F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,R,17,58,H,F,TL
39,1430700,PIRELLI DIABLO 120/70ZR17 58W F TL,1207017,8019227143072,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","125,00","94,39",PIRELLI DIABLO F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
46,1429600,PIRELLI DIABLO 130/70ZR16 61W F TL,1307016,8019227142969,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","128,00","99,45",PIRELLI DIABLO F.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,70,ZR,16,61,W,F,TL
40,1430400,PIRELLI DIABLO 160/60ZR17 69W R TL,1606017,8019227143041,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","157,00","115,30",PIRELLI DIABLO R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
43,1430000,PIRELLI DIABLO 180/55ZR17 73W R TL,1805517,8019227143003,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","165,00","120,53",PIRELLI DIABLO R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
44,1429700,PIRELLI DIABLO 190/50ZR17 73W R TL,1905017,8019227142976,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","173,50","126,08",PIRELLI DIABLO R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
345,1429900,PIRELLI DIABLO 200/50ZR17 75W R TL,2005017,8019227142990,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO,"1,01","181,50","135,70",PIRELLI DIABLO R.jpg,,S.I GESTION NFU - RD 1619/2005,,200,/,50,ZR,17,75,W,R,TL
6770,2058300,PIRELLI DIABLO ROSSO CORSA 120/60ZR17 55W F TL,1206017,8019227205831,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","154,00","113,34",PIRELLI ROSSO CORSA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
7753,2210700,PIRELLI DIABLO ROSSO CORSA 120/65ZR17 56W F TL,1206517,8019227221077,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","154,50","113,67",PIRELLI ROSSO CORSA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,65,ZR,17,56,W,F,TL
4051,1734600,PIRELLI DIABLO ROSSO CORSA 120/70ZR17 58W F TL,1207017,8019227173468,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","168,00","122,49",PIRELLI ROSSO CORSA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
4052,1971000,PIRELLI DIABLO ROSSO CORSA 160/60ZR17 69W R TL,1606017,8019227197105,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","211,50","150,91",PIRELLI ROSSO CORSA R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
4053,1927700,PIRELLI DIABLO ROSSO CORSA 180/55ZR17 73W R TL,1805517,8019227192773,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","222,00","157,77",PIRELLI ROSSO CORSA R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
7754,2127000,PIRELLI DIABLO ROSSO CORSA 180/60ZR17 75W R TL,1806017,8019227212709,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","250,50","176,39",PIRELLI ROSSO CORSA R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,60,ZR,17,75,W,R,TL
4054,1734700,PIRELLI DIABLO ROSSO CORSA 190/50ZR17 73W R TL,1905017,8019227173475,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","233,50","165,29",PIRELLI ROSSO CORSA R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
4055,1927800,PIRELLI DIABLO ROSSO CORSA 190/55ZR17 75W R TL,1905517,8019227192780,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO CORSA,"1,01","239,50","169,21",PIRELLI ROSSO CORSA R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,55,ZR,17,75,W,R,TL
7755,2072500,PIRELLI DIABLO ROSSO II 110/70R17 54H F TL,1107017,8019227207255,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","99,00","79,80",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,70,R,17,54,H,F,TL
6708,2069900,PIRELLI DIABLO ROSSO II 110/70ZR17 54W F TL,1107017,8019227206999,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","125,50","97,76",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,70,ZR,17,54,W,F,TL
8180,2210300,PIRELLI DIABLO ROSSO II 120/60R17 55H F TL,1206017,8019227221039,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","100,00","80,48",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,R,17,55,H,R,TL
6709,2070000,PIRELLI DIABLO ROSSO II 120/60ZR17 55W F TL,1206017,8019227207002,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","126,50","95,37",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
8181,2210400,PIRELLI DIABLO ROSSO II 120/70R17 58H F TL,1207017,8019227221046,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","109,00","86,58",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,R,17,58,H,F,TL
6710,2068400,PIRELLI DIABLO ROSSO II 120/70ZR17 58W F TL,1207017,8019227206845,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","137,50","102,56",PIRELLI ROSSO II F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
8184,2055400,PIRELLI DIABLO ROSSO II 140/70R17 66H R TL,1407017,8019227205541,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","111,50","88,27",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,140,/,70,R,17,66,H,R,TL
8182,2210500,PIRELLI DIABLO ROSSO II 150/60R17 66H R TL,1506017,8019227221053,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","124,50","97,08",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,150,/,60,R,17,66,W,R,TL
6702,2070100,PIRELLI DIABLO ROSSO II 150/60ZR17 66W R TL,1506017,8019227207019,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","157,50","119,44",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,150,/,60,ZR,17,66,W,R,TL
8183,2210600,PIRELLI DIABLO ROSSO II 160/60R17 69H R TL,1606017,8019227221060,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","137,00","105,55",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,R,17,69,H,R,TL
6703,2070200,PIRELLI DIABLO ROSSO II 160/60ZR17 69W R TL,1606017,8019227207026,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","173,00","125,76",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
6704,2070300,PIRELLI DIABLO ROSSO II 170/60ZR17 72W R TL,1706017,8019227207033,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","186,00","138,75",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,170,/,60,ZR,17,72,W,R,TL
6705,2068500,PIRELLI DIABLO ROSSO II 180/55ZR17 73W R TL,1805517,8019227206852,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","182,00","131,64",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
6706,2068600,PIRELLI DIABLO ROSSO II 190/50ZR17 73W R TL,1905017,8019227206869,01.NEUMATICOS,01.MOTO,01.CARRETERA,PIRELLI,DIABLO ROSSO II,"1,01","191,50","137,84",PIRELLI ROSSO II R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
