ID,CODIGO,NOMBRE,MEDIDA,EAN,CATEGORIA,SUBCATEGORIA,TIPO,MARCA,MODELO,ECO,PVP,USU,FOTO,DESCRIP,NOMBRE_ECO,LIBRE,ANCHO,CONST1,PERFIL,CONST2,LLANTA,IC,IV,FR,TTTL
7582,4520012,AVON 3D ULTRA SPORT AV79 120/60ZR17 55W F TL,1206017,0029142734543,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","151,00","96,76",AVON 3D ULTRA SPORT AV79.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
7583,4520013,AVON 3D ULTRA SPORT AV79 120/70ZR17 58W F TL,1207017,0029142734550,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","173,00","109,01",AVON 3D ULTRA SPORT AV79.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
7584,4520014,AVON 3D ULTRA SPORT AV79 130/70ZR16 61W F TL,1307016,0029142734567,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","176,00","110,68",AVON 3D ULTRA SPORT AV79.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,70,ZR,16,61,W,F,TL
7585,4530011,AVON 3D ULTRA SPORT AV80 150/60ZR17 66W R TL,1506017,0029142734574,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","207,00","127,93",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,60,ZR,17,66,W,R,TL
7586,4530012,AVON 3D ULTRA SPORT AV80 160/60ZR17 69W R TL,1606017,0029142734581,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","214,00","131,83",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
7587,4530014,AVON 3D ULTRA SPORT AV80 180/55ZR17 73W R TL,1805517,0029142734598,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","229,00","140,18",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
7588,4530015,AVON 3D ULTRA SPORT AV80 190/50ZR17 73W R TL,1905017,0029142734604,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","246,00","149,64",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
7589,4530016,AVON 3D ULTRA SPORT AV80 190/55ZR17 75W R TL,1905517,0029142734611,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","261,00","157,99",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,190,/,55,ZR,17,75,W,R,TL
7590,4530017,AVON 3D ULTRA SPORT AV80 200/50ZR17 75W R TL,2005017,0029142734628,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SPORT AV80,"1,01","275,00","165,78",AVON 3D ULTRA SPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,200,/,50,ZR,17,75,W,R,TL
7591,4570011,AVON 3D ULTRA SUPERSPORT AV79 120/60ZR17 55W F TL,1206017,0029142734529,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV79,"1,01","164,00","104,00",AVON 3D ULTRA SUPERSPORT AV79.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
7592,4570012,AVON 3D ULTRA SUPERSPORT AV79 120/70ZR17 58W F TL,1207017,0029142734536,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV79,"1,01","182,00","114,02",AVON 3D ULTRA SUPERSPORT AV79.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
7593,4580011,AVON 3D ULTRA SUPERSPORT AV80 160/60ZR17 69W R TL,1606017,0029142734482,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV80,"1,01","227,00","139,07",AVON 3D ULTRA SUPERSPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
7594,4580012,AVON 3D ULTRA SUPERSPORT AV80 180/55ZR17 73W R TL,1805517,0029142734499,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV80,"1,01","244,00","148,53",AVON 3D ULTRA SUPERSPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
7595,4580013,AVON 3D ULTRA SUPERSPORT AV80 190/50ZR17 73W R TL,1905017,0029142734505,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV80,"1,01","250,00","151,87",AVON 3D ULTRA SUPERSPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
7596,4580014,AVON 3D ULTRA SUPERSPORT AV80 190/55ZR17 75W R TL,1905517,0029142734512,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA SUPERSPORT AV80,"1,01","266,00","160,77",AVON 3D ULTRA SUPERSPORT AV80.JPG,,S.I GESTION NFU - RD 1619/2005,,190,/,55,ZR,17,75,W,R,TL
7597,4500011,AVON 3D ULTRA XTREME AV81 120/70ZR17 58W F TL,1207017,0029142734475,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA EXTREME AV81,"1,01","197,00","122,37",AVON 3D ULTRA XTREME AV81.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
7598,4510011,AVON 3D ULTRA XTREME AV82 180/55ZR17 73W R TL,1805517,0029142734451,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA EXTREME AV82,"1,01","276,00","166,34",AVON 3D ULTRA XTREME AV82.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
7599,4510012,AVON 3D ULTRA XTREME AV82 190/55ZR17 75W R TL,1905517,0029142734468,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,3D ULTRA EXTREME AV82,"1,01","279,00","168,01",AVON 3D ULTRA XTREME AV82.JPG,,S.I GESTION NFU - RD 1619/2005,,190,/,55,ZR,17,75,W,R,TL
3058,4206113,AVON AZARO PRO-XTREME RAIN AV49-SP 120/70R17 58H F TL,1207017,0029142523604,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO PRO-XTREME RAIN AV49-SP,"1,01","172,00","108,45",AVON AZARO PRO-XTREME RAIN AV49-SP.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,R,17,58,H,F,TL
3059,4205613,AVON AZARO PRO-XTREME RAIN AV50-SP 160/60R17 69H R TL,1606017,0029142523611,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO PRO-XTREME RAIN AV50-SP,"1,01","230,00","140,74",AVON AZARO PRO-XTREME RAIN AV50-SP.JPG,,S.I GESTION NFU - RD 1619/2005,,160,/,60,R,17,69,H,R,TL
3060,4206713,AVON AZARO PRO-XTREME RAIN AV50-SP 180/55R17 73H R TL,1805517,0029142523628,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO PRO-XTREME RAIN AV50-SP,"1,01","256,00","155,21",AVON AZARO PRO-XTREME RAIN AV50-SP.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,55,R,17,73,H,R,TL
3063,4057813,AVON AZARO SPORT TOURING AV45-ST 110/80R19 59V F TL,1108019,0029142650539,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO SPORT TOURING AV45-ST,"1,01","160,00","101,77",AVON AZARO SPORT TOURING AV45-ST.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,ZR,19,59,V,F,TL
3016,4058416,AVON AZARO SPORT TOURING AV45-ST 120/80ZR16 60W F TL,1208016,0029142523079,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO SPORT TOURING AV45-ST,"1,01","159,00","101,22",AVON AZARO SPORT TOURING AV45-ST.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,ZR,16,60,W,F,TL
3061,4054316,AVON AZARO SPORT TOURING AV45-ST 130/70ZR16 61W F TL,1307016,0029142523086,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO SPORT TOURING AV45-ST,"1,01","193,00","120,14",AVON AZARO SPORT TOURING AV45-ST.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,ZR,16,61,W,F,TL
3065,4069216,AVON AZARO SPORT TOURING AV46-ST 140/80ZR17 69W R TL,1408017,0029142523093,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO SPORT TOURING AV46-ST,"1,01","193,00","120,14",AVON AZARO SPORT TOURING AV46-ST.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,80,ZR,17,69,W,R,TL
3064,4067416,AVON AZARO SPORT TOURING AV46-ST 150/80ZR16 71W R TL,1508016,0029142523116,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,AZARO SPORT TOURING AV46-ST,"1,01","206,00","127,38",AVON AZARO SPORT TOURING AV46-ST.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,ZR,16,71,W,R,TL
7600,4710211,AVON COBRA AV71 100/90-19 57H F,1009019,0029142723066,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","124,00","81,74",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,19,57,H,F,
7601,4710212,AVON COBRA AV71 100/90-19 57H F WW,1009019,0029142723073,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","159,00","101,22",AVON COBRA AV71 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),100,/,90,-,19,57,H,F,
3025,4710015,AVON COBRA AV71 120/70-21 62V F,1207021,0029142663065,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","177,00","111,24",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,21,62,V,F,
7402,2710097,AVON COBRA AV71 120/70-21 68V F,1207021,0029142725053,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","181,00","113,46",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,21,68,V,F,
2957,4710013,AVON COBRA AV71 120/70ZR19 60W F,1207019,0029142659914,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","194,00","120,70",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,19,60,W,F,
3071,4710014,AVON COBRA AV71 130/60R23 65V F,1306023,0029142659921,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","190,00","118,47",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,60,R,23,65,V,F,
3069,4710012,AVON COBRA AV71 130/70R18 63H F,1307018,0029142659907,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","190,00","118,47",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,R,18,63,H,F,
7403,4710110,AVON COBRA AV71 130/70R18 63V F,1307018,0029142725060,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","194,00","120,70",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,R,18,63,V,F,
4639,4710019,AVON COBRA AV71 130/80B17 F 65H,1308017,0029142681182,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","181,00","113,46",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,80,B,17,65,H,F,TL
3066,4710010,AVON COBRA AV71 150/80R16 71V F,1508016,0029142659884,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","188,00","117,36",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,R,16,71,V,F,
3068,4710011,AVON COBRA AV71 150/80R17 72H F,1508017,0029142659891,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","230,00","140,74",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,R,17,72,H,F,
3067,4710016,AVON COBRA AV71 150/80R17 72V F,1508017,0029142667452,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","230,00","140,74",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,R,17,72,V,F,
3070,4710018,AVON COBRA AV71 MH90-21 56V F,MH9021,0029142671046,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","150,00","96,21",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,XL,MH90,,,-,21,56,V,F,
7603,4710210,AVON COBRA AV71 MH90-21 56V F WW,MH9021,0029142723059,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","197,00","122,37",AVON COBRA AV71 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),MH90,,,B,21,56,V,F,
7604,4710213,AVON COBRA AV71 MT90B16 74H F,MT9016,0029142723080,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","163,00","103,44",AVON COBRA AV71.JPG,,S.I GESTION NFU - RD 1619/2005,,MT90,,,B,16,74,H,F,
7605,4710215,AVON COBRA AV71 MT90B16 74H F WW,MT9016,0029142723097,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV71,"1,01","216,00","132,94",AVON COBRA AV71 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),MT90,,,B,16,74,H,F,
7606,4700216,AVON COBRA AV72 140/90B16 77H R,1409016,0029142723141,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","190,00","118,47",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,90,-,16,77,H,R,
7607,4700217,AVON COBRA AV72 140/90B16 77H R WW,1409016,0029142723158,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","233,00","142,40",AVON COBRA AV72 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),140,/,90,-,16,77,H,R,
7608,4700218,AVON COBRA AV72 150/80B16 77V R,1508016,0029142723165,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","217,00","133,50",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,-,16,77,V,R,
7609,4700219,AVON COBRA AV72 150/80B16 77V R WW,1508016,0029142723172,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","277,00","166,90",AVON COBRA AV72 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),150,/,80,-,16,77,V,R,
3075,4700014,AVON COBRA AV72 180/55ZR18 74W R,1805518,0029142659976,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","318,00","189,72",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,18,74,W,R,
3072,4700011,AVON COBRA AV72 180/60R16 74H R,1806016,0029142659945,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","255,00","154,65",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,60,R,16,74,H,R,
4640,4700022,AVON COBRA AV72 180/65B16 R 81H,1806516,0029142681199,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","245,00","149,08",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,65,B,16,81,H,R,TL
3073,4700010,AVON COBRA AV72 180/70R16 77H R,1807016,0029142659938,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","261,00","157,99",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,180,/,70,R,16,77,H,R,
3074,4700013,AVON COBRA AV72 200/55R17 78V R,2005517,0029142659969,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","320,00","190,83",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,200,/,55,R,17,78,V,R,
3076,4700015,AVON COBRA AV72 200/55R18 79V R,2005518,0029142659983,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","377,00","222,56",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,200,/,55,R,18,79,V,R,
3043,4700012,AVON COBRA AV72 200/60R16 79V R,2006016,0029142659952,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","294,00","176,36",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,200,/,60,R,16,79,V,R,
3079,4700020,AVON COBRA AV72 220/50R20 84V R,2205020,0029142665427,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","397,00","233,69",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,220,/,50,R,20,84,V,R,
2988,4700019,AVON COBRA AV72 240/40R18 79V R,2404018,0029142665403,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","286,00","171,90",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,240,/,40,R,18,79,V,R,
3026,4700021,AVON COBRA AV72 240/50R16 84V R,2405016,0029142665410,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","286,00","171,90",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,240,/,50,R,16,84,V,R,
3077,4700016,AVON COBRA AV72 250/40R18 81V R,2504018,0029142659990,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","410,00","240,92",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,250,/,40,R,18,81,V,R,
3080,4700018,AVON COBRA AV72 280/40R20 89V R,2804020,0029142660019,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","425,00","249,27",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,280,/,40,R,20,89,V,R,
3078,4700017,AVON COBRA AV72 300/35R18 87V R,3003518,0029142660002,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","377,00","222,56",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,300,/,35,R,18,87,V,R,
7612,4700213,AVON COBRA AV72 MT90B16 74H R,MT9016,0029142723110,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","225,00","137,95",AVON COBRA AV72.JPG,,S.I GESTION NFU - RD 1619/2005,,MT90,,,B,16,74,H,R,
7613,4700215,AVON COBRA AV72 MT90B16 74H R WW,MT9016,0029142723134,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,COBRA AV72,"1,01","233,00","142,40",AVON COBRA AV72 WW.JPG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),MT90,,,B,16,74,H,R,
6495,2079012,AVON DISTANZIA AM43 100/90-19 57H F,1009019,0029142522904,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","128,00","83,96",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,19,57,H,F,
3082,4077812,AVON DISTANZIA AM43 110/80R19 59H F,1108019,0029142522881,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","147,00","94,54",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,R,19,59,H,F,
3083,4967813,AVON DISTANZIA AM43 110/80R19 59V F,1108019,0029142605287,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","147,00","94,54",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,R,19,59,V,F,
3081,4966112,AVON DISTANZIA AM43 120/70R17 58H F,1207017,0029142523642,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","155,00","98,99",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,R,17,58,H,F,
3087,2969411,AVON DISTANZIA AM43 3.00-21 51S F,3.0021,0029142523673,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","82,00","56,54",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,21,51,S,F,
3084,2968011,AVON DISTANZIA AM43 80/90-21 48S F,809021,0029142523680,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","89,00","60,44",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,80,/,90,-,21,48,S,F,
3085,2968114,AVON DISTANZIA AM43 90/90-21 54T F,909021,0029142523697,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","108,00","72,83",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,T,F,
7408,2960011,AVON DISTANZIA AM43 90/90-21 54V F,909021,0029142725084,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM43,"1,01","119,00","78,95",AVON DISTANZIA AM43.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,V,F,
3095,2979411,AVON DISTANZIA AM44 110/80-18 58S R,1108018,0029142523727,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","108,00","72,83",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,-,18,58,S,R,
3096,2979511,AVON DISTANZIA AM44 120/80-18 62S R,1208018,0029142523734,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","117,00","77,84",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,18,62,S,R,
3088,2978611,AVON DISTANZIA AM44 120/90-17 64S R,1209017,0029142523741,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","122,00","80,62",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,17,64,S,R,
3089,2975914,AVON DISTANZIA AM44 130/80-17 65T R,1308017,0029142522928,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","132,00","86,19",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,80,-,17,65,T,R,
2956,4075912,AVON DISTANZIA AM44 130/80R17 65H R,1308017,0029142522850,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","171,00","107,90",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,80,R,17,65,H,R,
3090,4079212,AVON DISTANZIA AM44 140/80R17 69H R,1408017,0029142522874,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","183,00","114,57",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,80,R,17,69,H,R,
3091,4977712,AVON DISTANZIA AM44 150/60R17 66H R,1506017,0029142523659,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","195,00","121,25",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,60,R,17,66,H,R,
3092,4075112,AVON DISTANZIA AM44 150/70R17 69H R,1507017,0029142522843,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","189,00","117,91",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,R,17,69,H,R,
3093,4975113,AVON DISTANZIA AM44 150/70R17 69V R,1507017,0029142605294,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","189,00","117,91",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,R,17,69,V,R,
3094,4975612,AVON DISTANZIA AM44 160/60R17 69H R,1606017,0029142523666,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","213,00","131,27",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,160,/,60,R,17,69,H,R,
3097,2976811,AVON DISTANZIA AM44 4.00-18 64S R,4.0018,0029142522911,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","109,00","73,39",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,4.00,,,-,18,64,S,R,
3098,2976911,AVON DISTANZIA AM44 4.10-18 60S R,4.1018,0029142523703,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,DISTANZIA AM44,"1,01","99,00","67,82",AVON DISTANZIA AM44.JPG,,S.I GESTION NFU - RD 1619/2005,,4.10,,,-,18,60,S,R,
3100,2665009,AVON GANGSTER MT90-16 74H R WW,MT9016,0029142521662,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,GANGSTER WWW,"1,01","293,00","175,80",AVON GANGSTER.jpg,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),MT90,,,-,16,74,H,R,
3102,2635904,AVON GRIPSTER AM24 130/80-17 65T R,1308017,0029142520870,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,GRIPSTER AM24,"1,01","132,00","86,19",AVON GRIPSTER AM24 R.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,80,-,17,65,T,R,
3101,2638104,AVON GRIPSTER AM24 90/90-21 54T F,909021,0029142520771,01.NEUMATICOS,01.MOTO,04.TRAIL,AVON,GRIPSTER AM24,"1,01","103,00","70,05",AVON GRIPSTER AM24 F.jpeg,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,T,F,
3008,2260213,AVON ROADRIDER AM26 100/80-17 52V F,1008017,0029142641391,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","115,00","76,73",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,80,-,17,52,V,F,
3033,2283013,AVON ROADRIDER AM26 100/90-18 56V F/R,1009018,0029142605409,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","124,00","81,74",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,18,56,V,F/R,
3112,2289013,AVON ROADRIDER AM26 100/90-19 57V F/R,1009019,0029142605416,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","124,00","81,74",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,19,57,V,F/R,
